"cdm_name","result_type","package_name","package_version","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Hypertension","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Gastroesophageal reflux disease","Flag","count","integer","3","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Gastroesophageal reflux disease","Flag","percentage","percentage","0.445765230312036","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Anxiety","Flag","count","integer","37","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Anxiety","Flag","percentage","percentage","5.49777117384844","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Anxiety","Flag","count","integer","37","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Anxiety","Flag","percentage","percentage","5.49777117384844","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Asthma","Flag","count","integer","75","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Asthma","Flag","percentage","percentage","11.1441307578009","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Hypertension","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Hypertension","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Inflammatory bowel disease","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Inflammatory bowel disease","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Asthma","Flag","count","integer","75","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Asthma","Flag","percentage","percentage","11.1441307578009","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Asthma","Flag","count","integer","75","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Asthma","Flag","percentage","percentage","11.1441307578009","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Copd","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Copd","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Hypothyroidism","Flag","count","integer","1","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Hypothyroidism","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Inflammatory bowel disease","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Inflammatory bowel disease","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Depressive disorder","Flag","count","integer","2","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Depressive disorder","Flag","percentage","percentage","0.297176820208024","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Autoimmune disease","Flag","count","integer","8","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Autoimmune disease","Flag","percentage","percentage","1.1887072808321","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Rheumatoid arthritis","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Hypothyroidism","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Hypothyroidism","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Chronic kidney disease","Flag","count","integer","1","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Chronic kidney disease","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Copd","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Copd","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","overall","overall","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -inf to -1"
